ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-10-10,24.790185000724115,20.538292708229292,35.49069543311175,24.790185000724115,24.790185000724115,3.5791041386442055,3.5791041386442055,3.5791041386442055,3.428324699867111,3.428324699867111,3.428324699867111,0.1507794387770951,0.1507794387770951,0.1507794387770951,0.0,0.0,0.0,28.36928913936832
2015-10-11,24.794759006387867,22.22429579756767,37.18439862641682,24.794759006387867,24.794759006387867,4.576181304478306,4.576181304478306,4.576181304478306,4.506004019549855,4.506004019549855,4.506004019549855,0.07017728492845085,0.07017728492845085,0.07017728492845085,0.0,0.0,0.0,29.370940310866175
2015-10-12,24.799333012051623,11.703137606590058,27.541020421795984,24.799333012051623,24.799333012051623,-5.273613265123726,-5.273613265123726,-5.273613265123726,-5.255168164756073,-5.255168164756073,-5.255168164756073,-0.01844510036765162,-0.01844510036765162,-0.01844510036765162,0.0,0.0,0.0,19.525719746927898
2015-10-13,24.803907017715378,14.92063265540737,30.51518587511033,24.803907017715378,24.803907017715378,-2.1259512240754863,-2.1259512240754863,-2.1259512240754863,-2.012253727362107,-2.012253727362107,-2.012253727362107,-0.11369749671337975,-0.11369749671337975,-0.11369749671337975,0.0,0.0,0.0,22.677955793639892
2015-10-14,24.80848102337913,14.258931132027557,29.98202872079269,24.80848102337913,24.80848102337913,-2.3278091757379613,-2.3278091757379613,-2.3278091757379613,-2.1139528913175436,-2.1139528913175436,-2.1139528913175436,-0.21385628442041796,-0.21385628442041796,-0.21385628442041796,0.0,0.0,0.0,22.48067184764117
2015-10-15,24.813055029042882,16.627736342739993,32.287800373643485,24.813055029042882,24.813055029042882,-0.6201846548669742,-0.6201846548669742,-0.6201846548669742,-0.3032852480120293,-0.3032852480120293,-0.3032852480120293,-0.31689940685494483,-0.31689940685494483,-0.31689940685494483,0.0,0.0,0.0,24.192870374175907
2015-10-16,24.817629034706638,18.75943487374492,33.894106946028735,24.817629034706638,24.817629034706638,1.329780052901913,1.329780052901913,1.329780052901913,1.7503313120185504,1.7503313120185504,1.7503313120185504,-0.4205512591166373,-0.4205512591166373,-0.4205512591166373,0.0,0.0,0.0,26.14740908760855
2015-10-17,24.82220304037039,19.401854673540512,35.54756924036343,24.82220304037039,24.82220304037039,2.905988123406346,2.905988123406346,2.905988123406346,3.428324699865964,3.428324699865964,3.428324699865964,-0.5223365764596185,-0.5223365764596185,-0.5223365764596185,0.0,0.0,0.0,27.728191163776735
2015-10-18,24.82677704603414,20.977366861164086,36.30542943966502,24.82677704603414,24.82677704603414,3.886361894680451,3.886361894680451,3.886361894680451,4.506004019541527,4.506004019541527,4.506004019541527,-0.6196421248610768,-0.6196421248610768,-0.6196421248610768,0.0,0.0,0.0,28.713138940714593
2015-10-19,24.831351051697897,11.020740813559526,26.22215513112298,24.831351051697897,24.831351051697897,-5.9649529167214554,-5.9649529167214554,-5.9649529167214554,-5.255168164759907,-5.255168164759907,-5.255168164759907,-0.7097847519615489,-0.7097847519615489,-0.7097847519615489,0.0,0.0,0.0,18.866398134976443
2015-10-20,24.835925057361653,14.405656689364555,29.497195118614137,24.835925057361653,24.835925057361653,-2.802337873821613,-2.802337873821613,-2.802337873821613,-2.0122537273670544,-2.0122537273670544,-2.0122537273670544,-0.7900841464545589,-0.7900841464545589,-0.7900841464545589,0.0,0.0,0.0,22.03358718354004
2015-10-21,24.8404990630254,14.690425880533972,29.202685713914118,24.8404990630254,24.8404990630254,-2.971891375534422,-2.971891375534422,-2.971891375534422,-2.1139528913255816,-2.1139528913255816,-2.1139528913255816,-0.8579384842088409,-0.8579384842088409,-0.8579384842088409,0.0,0.0,0.0,21.86860768749098
2015-10-22,24.845073068689157,15.573933996702566,31.457303783366438,24.845073068689157,24.845073068689157,-1.2141862634168383,-1.2141862634168383,-1.2141862634168383,-0.3032852480008662,-0.3032852480008662,-0.3032852480008662,-0.910901015415972,-0.910901015415972,-0.910901015415972,0.0,0.0,0.0,23.63088680527232
2015-10-23,24.849647074352912,17.673542214463904,33.01552439598693,24.849647074352912,24.849647074352912,0.8035757390518938,0.8035757390518938,0.8035757390518938,1.750331312030874,1.750331312030874,1.750331312030874,-0.9467555729789804,-0.9467555729789804,-0.9467555729789804,0.0,0.0,0.0,25.653222813404806
2015-10-24,24.854221080016664,19.887554569259663,35.08752053275308,24.854221080016664,24.854221080016664,2.4647357387221183,2.4647357387221183,2.4647357387221183,3.4283246998755583,3.4283246998755583,3.4283246998755583,-0.9635889611534394,-0.9635889611534394,-0.9635889611534394,0.0,0.0,0.0,27.318956818738783
2015-10-25,24.858795085680416,19.89104262146754,35.98605756304007,24.858795085680416,24.858795085680416,3.5461458029545443,3.5461458029545443,3.5461458029545443,4.506004019555449,4.506004019555449,4.506004019555449,-0.959858216600904,-0.959858216600904,-0.959858216600904,0.0,0.0,0.0,28.40494088863496
2015-10-26,24.863369091344172,10.587155663952206,26.358213815424808,24.863369091344172,24.863369091344172,-6.189618986300415,-6.189618986300415,-6.189618986300415,-5.255168164753315,-5.255168164753315,-5.255168164753315,-0.9344508215470995,-0.9344508215470995,-0.9344508215470995,0.0,0.0,0.0,18.67375010504376
2015-10-27,24.867943097007924,14.45503200037057,29.962681859176755,24.867943097007924,24.867943097007924,-2.8989898166182093,-2.8989898166182093,-2.8989898166182093,-2.012253727366825,-2.012253727366825,-2.012253727366825,-0.8867360892513843,-0.8867360892513843,-0.8867360892513843,0.0,0.0,0.0,21.968953280389716
2015-10-28,24.872517102671676,13.901092863576476,29.821159747395484,24.872517102671676,24.872517102671676,-2.9305590238596007,-2.9305590238596007,-2.9305590238596007,-2.1139528913215906,-2.1139528913215906,-2.1139528913215906,-0.8166061325380096,-0.8166061325380096,-0.8166061325380096,0.0,0.0,0.0,21.941958078812075
2015-10-29,24.87709110833543,15.817595772970561,31.607904473836633,24.87709110833543,24.87709110833543,-1.0277903104893151,-1.0277903104893151,-1.0277903104893151,-0.303285247989703,-0.303285247989703,-0.303285247989703,-0.7245050624996122,-0.7245050624996122,-0.7245050624996122,0.0,0.0,0.0,23.849300797846116
2015-10-30,24.881665113999183,17.69199721496021,33.756764790810536,24.881665113999183,24.881665113999183,1.1388859710381556,1.1388859710381556,1.1388859710381556,1.7503313120152664,1.7503313120152664,1.7503313120152664,-0.6114453409771109,-0.6114453409771109,-0.6114453409771109,0.0,0.0,0.0,26.02055108503734
2015-10-31,24.88623911966294,20.297908368450706,35.36655873860143,24.88623911966294,24.88623911966294,2.949314179485859,2.949314179485859,2.949314179485859,3.428324699870836,3.428324699870836,3.428324699870836,-0.47901052038497666,-0.47901052038497666,-0.47901052038497666,0.0,0.0,0.0,27.8355532991488
2015-11-01,24.89081312532669,21.199668116980632,37.23964120090682,24.89081312532669,24.89081312532669,4.1766600794765,4.1766600794765,4.1766600794765,4.506004019547121,4.506004019547121,4.506004019547121,-0.3293439400706203,-0.3293439400706203,-0.3293439400706203,0.0,0.0,0.0,29.067473204803193
2015-11-02,24.895387130990446,11.481957580382211,27.332723811179473,24.895387130990446,24.895387130990446,-5.420291465922411,-5.420291465922411,-5.420291465922411,-5.255168164757149,-5.255168164757149,-5.255168164757149,-0.1651233011652607,-0.1651233011652607,-0.1651233011652607,0.0,0.0,0.0,19.475095665068036
2015-11-03,24.8999611366542,14.562689215195231,31.188276671313705,24.8999611366542,24.8999611366542,-2.0017751300752122,-2.0017751300752122,-2.0017751300752122,-2.012253727366595,-2.012253727366595,-2.012253727366595,0.01047859729138204,0.01047859729138204,0.01047859729138204,0.0,0.0,0.0,22.898186006578985
2015-11-04,24.90453514231795,14.828517507861934,30.536894929303394,24.90453514231795,24.90453514231795,-1.9201065725556448,-1.9201065725556448,-1.9201065725556448,-2.1139528913296286,-2.1139528913296286,-2.1139528913296286,0.19384631877398362,0.19384631877398362,0.19384631877398362,0.0,0.0,0.0,22.984428569762304
2015-11-05,24.909109147981706,17.118828697245718,32.77219350677717,24.909109147981706,24.909109147981706,0.07770120753851267,0.07770120753851267,0.07770120753851267,-0.30328524800744994,-0.30328524800744994,-0.30328524800744994,0.3809864555459626,0.3809864555459626,0.3809864555459626,0.0,0.0,0.0,24.98681035552022
2015-11-06,24.913683153645458,19.420386066293826,34.98746757820412,24.913683153645458,24.913683153645458,2.3179344939060704,2.3179344939060704,2.3179344939060704,1.7503313120351605,1.7503313120351605,1.7503313120351605,0.56760318187091,0.56760318187091,0.56760318187091,0.0,0.0,0.0,27.231617647551527
2015-11-07,24.918257159309213,20.595099108728736,36.53870905764652,24.918257159309213,24.918257159309213,4.177507775989151,4.177507775989151,4.177507775989151,3.4283246998696897,3.4283246998696897,3.4283246998696897,0.7491830761194611,0.7491830761194611,0.7491830761194611,0.0,0.0,0.0,29.095764935298362
2015-11-08,24.922831164972965,21.828404968991933,38.64879616213901,24.922831164972965,24.922831164972965,5.427091351578531,5.427091351578531,5.427091351578531,4.50600401954418,4.50600401954418,4.50600401954418,0.9210873320343498,0.9210873320343498,0.9210873320343498,0.0,0.0,0.0,30.349922516551494
2015-11-09,24.927405170636717,12.511076563782195,28.726955412915395,24.927405170636717,24.927405170636717,-4.176518902368168,-4.176518902368168,-4.176518902368168,-5.255168164750558,-5.255168164750558,-5.255168164750558,1.0786492623823905,1.0786492623823905,1.0786492623823905,0.0,0.0,0.0,20.750886268268548
2015-11-10,24.931979176300473,16.28190101766076,32.24122327185589,24.931979176300473,24.931979176300473,-0.7949788952473497,-0.7949788952473497,-0.7949788952473497,-2.0122537273642926,-2.0122537273642926,-2.0122537273642926,1.2172748321169429,1.2172748321169429,1.2172748321169429,0.0,0.0,0.0,24.137000281053123
2015-11-11,24.936553181964225,16.46592645072444,31.957494984241215,24.936553181964225,24.936553181964225,-0.7814090434795326,-0.7814090434795326,-0.7814090434795326,-2.1139528913290873,-2.1139528913290873,-2.1139528913290873,1.3325438478495548,1.3325438478495548,1.3325438478495548,0.0,0.0,0.0,24.155144138484694
2015-11-12,24.94112718762798,18.125761704974153,33.60984356383812,24.94112718762798,24.94112718762798,1.1170241314788198,1.1170241314788198,1.1170241314788198,-0.30328524799628676,-0.30328524799628676,-0.30328524799628676,1.4203093794751067,1.4203093794751067,1.4203093794751067,0.0,0.0,0.0,26.058151319106802
2015-11-13,24.945701183299366,19.996422552350055,35.670520501301226,24.945701183299366,24.945701183299366,3.2271243120493875,3.2271243120493875,3.2271243120493875,1.750331312027123,1.750331312027123,1.750331312027123,1.4767930000222642,1.4767930000222642,1.4767930000222642,0.0,0.0,0.0,28.172825495348754
2015-11-14,24.950275178970752,22.28296440936028,37.665533978248575,24.950275178970752,24.950275178970752,4.92699820157287,4.92699820157287,4.92699820157287,3.4283246998685435,3.4283246998685435,3.4283246998685435,1.4986735017043262,1.4986735017043262,1.4986735017043262,0.0,0.0,0.0,29.87727338054362
2015-11-15,24.95484917464214,23.33087371706538,38.96225097669661,24.95484917464214,24.95484917464214,5.989170897842222,5.989170897842222,5.989170897842222,4.506004019535854,4.506004019535854,4.506004019535854,1.4831668783063674,1.4831668783063674,1.4831668783063674,0.0,0.0,0.0,30.94402007248436
2015-11-16,24.959423170313524,13.292918354544069,28.894602990422424,24.959423170313524,24.959423170313524,-3.8270726110374946,-3.8270726110374946,-3.8270726110374946,-5.255168164746034,-5.255168164746034,-5.255168164746034,1.4280955537085402,1.4280955537085402,1.4280955537085402,0.0,0.0,0.0,21.13235055927603
2015-11-17,24.96399716598491,16.583988133425734,31.90744249764965,24.96399716598491,24.96399716598491,-0.6803086483855929,-0.6803086483855929,-0.6803086483855929,-2.0122537273713115,-2.0122537273713115,-2.0122537273713115,1.3319450789857188,1.3319450789857188,1.3319450789857188,0.0,0.0,0.0,24.283688517599316
2015-11-18,24.9685711616563,15.777040334607376,30.867085851187056,24.9685711616563,24.9685711616563,-0.9200460809427204,-0.9200460809427204,-0.9200460809427204,-2.1139528913250962,-2.1139528913250962,-2.1139528913250962,1.1939068103823758,1.1939068103823758,1.1939068103823758,0.0,0.0,0.0,24.048525080713578
2015-11-19,24.973145157327682,17.817247992872442,34.04211601399931,24.973145157327682,24.973145157327682,0.7106201623538723,0.7106201623538723,0.7106201623538723,-0.30328524799954976,-0.30328524799954976,-0.30328524799954976,1.013905410353422,1.013905410353422,1.013905410353422,0.0,0.0,0.0,25.683765319681555
2015-11-20,24.97771915299907,19.802543744622117,35.23152572663053,24.97771915299907,24.97771915299907,2.5429416876092055,2.5429416876092055,2.5429416876092055,1.750331312033052,1.750331312033052,1.750331312033052,0.7926103755761539,0.7926103755761539,0.7926103755761539,0.0,0.0,0.0,27.520660840608276
2015-11-21,24.982293148670458,21.544045343776215,36.89107955404429,24.982293148670458,24.982293148670458,3.959755880143892,3.959755880143892,3.959755880143892,3.4283246998745613,3.4283246998745613,3.4283246998745613,0.531431180269331,0.531431180269331,0.531431180269331,0.0,0.0,0.0,28.94204902881435
2015-11-22,24.986867144341844,22.577630348823817,37.209105212005106,24.986867144341844,24.986867144341844,4.738500040076165,4.738500040076165,4.738500040076165,4.5060040195443865,4.5060040195443865,4.5060040195443865,0.232496020531778,0.232496020531778,0.232496020531778,0.0,0.0,0.0,29.72536718441801
2015-11-23,24.99144114001323,11.870092824221274,27.379960264426,24.99144114001323,24.99144114001323,-5.356553619206752,-5.356553619206752,-5.356553619206752,-5.255168164749867,-5.255168164749867,-5.255168164749867,-0.10138545445688521,-0.10138545445688521,-0.10138545445688521,0.0,0.0,0.0,19.634887520806476
2015-11-24,24.996015135684615,14.521626987626794,30.211307792603947,24.996015135684615,24.996015135684615,-2.4790283732127874,-2.4790283732127874,-2.4790283732127874,-2.012253727363832,-2.012253727363832,-2.012253727363832,-0.46677464584895556,-0.46677464584895556,-0.46677464584895556,0.0,0.0,0.0,22.516986762471827
2015-11-25,25.000589131356,13.463368908038417,29.60146757853797,25.000589131356,25.000589131356,-2.973623480940201,-2.973623480940201,-2.973623480940201,-2.113952891321105,-2.113952891321105,-2.113952891321105,-0.8596705896190959,-0.8596705896190959,-0.8596705896190959,0.0,0.0,0.0,22.0269656504158
2015-11-26,25.00516312702739,15.086377677844762,30.651575318412615,25.00516312702739,25.00516312702739,-1.5788743689197016,-1.5788743689197016,-1.5788743689197016,-0.30328524800292816,-0.30328524800292816,-0.30328524800292816,-1.2755891209167733,-1.2755891209167733,-1.2755891209167733,0.0,0.0,0.0,23.426288758107688
2015-11-27,25.009737122698773,17.76145066131561,32.576875395910704,25.009737122698773,25.009737122698773,0.04067850624723793,0.04067850624723793,0.04067850624723793,1.7503313120174435,1.7503313120174435,1.7503313120174435,-1.7096528057702056,-1.7096528057702056,-1.7096528057702056,0.0,0.0,0.0,25.050415628946013
2015-11-28,25.014311118370163,18.371203651456508,34.13517291013913,25.014311118370163,25.014311118370163,1.2716351390630736,1.2716351390630736,1.2716351390630736,3.428324699862675,3.428324699862675,3.428324699862675,-2.1566895607996015,-2.1566895607996015,-2.1566895607996015,0.0,0.0,0.0,26.285946257433235
2015-11-29,25.018885114041545,19.15631717125853,34.74683121032568,25.018885114041545,25.018885114041545,1.8946663532253847,1.8946663532253847,1.8946663532253847,4.506004019541447,4.506004019541447,4.506004019541447,-2.6113376663160612,-2.6113376663160612,-2.6113376663160612,0.0,0.0,0.0,26.91355146726693
2015-11-30,25.023459109712935,9.382927762675276,24.483385846773047,25.023459109712935,25.023459109712935,-8.32332288467489,-8.32332288467489,-8.32332288467489,-5.255168164751633,-5.255168164751633,-5.255168164751633,-3.068154719923256,-3.068154719923256,-3.068154719923256,0.0,0.0,0.0,16.700136225038044
2015-12-01,25.02803310538432,11.62408295655192,27.30622692513077,25.02803310538432,25.02803310538432,-5.5339817082056495,-5.5339817082056495,-5.5339817082056495,-2.012253727363603,-2.012253727363603,-2.012253727363603,-3.521727980842047,-3.521727980842047,-3.521727980842047,0.0,0.0,0.0,19.494051397178673
2015-12-02,25.032607101055707,11.143290618045114,27.395280061765646,25.032607101055707,25.032607101055707,-6.080736413433047,-6.080736413433047,-6.080736413433047,-2.113952891332593,-2.113952891332593,-2.113952891332593,-3.966783522100455,-3.966783522100455,-3.966783522100455,0.0,0.0,0.0,18.95187068762266
2015-12-03,25.037181096727092,12.584053250771516,28.22639040337095,25.037181096727092,25.037181096727092,-4.701576887451645,-4.701576887451645,-4.701576887451645,-0.3032852480061912,-0.3032852480061912,-0.3032852480061912,-4.398291639445453,-4.398291639445453,-4.398291639445453,0.0,0.0,0.0,20.33560420927545
2015-12-04,25.04175509239848,14.211654915095716,30.763351452277014,25.04175509239848,25.04175509239848,-3.061234749512008,-3.061234749512008,-3.061234749512008,1.7503313120094055,1.7503313120094055,1.7503313120094055,-4.811566061521413,-4.811566061521413,-4.811566061521413,0.0,0.0,0.0,21.98052034288647
2015-12-05,25.046329088069864,16.22505017297864,30.691104119067305,25.046329088069864,25.046329088069864,-1.7740299631737586,-1.7740299631737586,-1.7740299631737586,3.4283246998722694,3.4283246998722694,3.4283246998722694,-5.202354663046028,-5.202354663046028,-5.202354663046028,0.0,0.0,0.0,23.272299124896104
2015-12-06,25.05090308374125,15.861349405895316,31.81277577525884,25.05090308374125,25.05090308374125,-1.0609155778773303,-1.0609155778773303,-1.0609155778773303,4.506004019555366,4.506004019555366,4.506004019555366,-5.566919597432697,-5.566919597432697,-5.566919597432697,0.0,0.0,0.0,23.98998750586392
2015-12-07,25.05547707941264,6.415700876703769,22.367531036663433,25.05547707941264,25.05547707941264,-11.157273196580206,-11.157273196580206,-11.157273196580206,-5.25516816474711,-5.25516816474711,-5.25516816474711,-5.902105031833097,-5.902105031833097,-5.902105031833097,0.0,0.0,0.0,13.898203882832433
2015-12-08,25.060051075084022,9.309645697572973,24.527013641403386,25.060051075084022,25.060051075084022,-8.21764470647625,-8.21764470647625,-8.21764470647625,-2.0122537273613013,-2.0122537273613013,-2.0122537273613013,-6.205390979114948,-6.205390979114948,-6.205390979114948,0.0,0.0,0.0,16.842406368607772
2015-12-09,25.06462507075541,8.444728372688044,23.94869632082453,25.06462507075541,25.06462507075541,-8.58888496103267,-8.58888496103267,-8.58888496103267,-2.113952891316573,-2.113952891316573,-2.113952891316573,-6.474932069716097,-6.474932069716097,-6.474932069716097,0.0,0.0,0.0,16.475740109722743
2015-12-10,25.069199066426794,10.512844496702582,25.938992882308856,25.069199066426794,25.069199066426794,-7.01286573053145,-7.01286573053145,-7.01286573053145,-0.30328524800945417,-0.30328524800945417,-0.30328524800945417,-6.709580482521996,-6.709580482521996,-6.709580482521996,0.0,0.0,0.0,18.056333335895346
2015-12-11,25.073773062098184,12.210800494105303,27.19137971746169,25.073773062098184,25.073773062098184,-5.158561336214365,-5.158561336214365,-5.158561336214365,1.7503313120293003,1.7503313120293003,1.7503313120293003,-6.908892648243666,-6.908892648243666,-6.908892648243666,0.0,0.0,0.0,19.915211725883818
2015-12-12,25.07834705776957,13.476647658509895,28.90864092282639,25.07834705776957,25.07834705776957,-3.644795041038399,-3.644795041038399,-3.644795041038399,3.4283246998711223,3.4283246998711223,3.4283246998711223,-7.0731197409095214,-7.0731197409095214,-7.0731197409095214,0.0,0.0,0.0,21.43355201673117
2015-12-13,25.082921053440955,14.560610540814517,29.89501500660856,25.082921053440955,25.082921053440955,-2.6971783531661484,-2.6971783531661484,-2.6971783531661484,4.506004019558513,4.506004019558513,4.506004019558513,-7.203182372724661,-7.203182372724661,-7.203182372724661,0.0,0.0,0.0,22.385742700274808
2015-12-14,25.08749504911234,4.851334374379371,20.15453238868492,25.08749504911234,25.08749504911234,-12.555798459050449,-12.555798459050449,-12.555798459050449,-5.255168164749909,-5.255168164749909,-5.255168164749909,-7.30063029430054,-7.30063029430054,-7.30063029430054,0.0,0.0,0.0,12.531696590061893
2015-12-15,25.09206904478373,8.339127009824354,22.94560352487522,25.09206904478373,25.09206904478373,-9.379841993628721,-9.379841993628721,-9.379841993628721,-2.012253727353822,-2.012253727353822,-2.012253727353822,-7.3675882662748995,-7.3675882662748995,-7.3675882662748995,0.0,0.0,0.0,15.71222705115501
2015-12-16,25.096643040455113,8.065369510928173,22.71536607886098,25.096643040455113,25.096643040455113,-9.520642491598961,-9.520642491598961,-9.520642491598961,-2.113952891324611,-2.113952891324611,-2.113952891324611,-7.40668960027435,-7.40668960027435,-7.40668960027435,0.0,0.0,0.0,15.576000548856152
2015-12-17,25.101217036126503,9.569372448191107,25.38097631527792,25.101217036126503,25.101217036126503,-7.724284406613667,-7.724284406613667,-7.724284406613667,-0.30328524801271717,-0.30328524801271717,-0.30328524801271717,-7.420999158600949,-7.420999158600949,-7.420999158600949,0.0,0.0,0.0,17.376932629512837
2015-12-18,25.105791029676666,11.243483147662607,27.424963401505593,25.105791029676666,25.105791029676666,-5.6635965336528855,-5.6635965336528855,-5.6635965336528855,1.7503313120136925,1.7503313120136925,1.7503313120136925,-7.413927845666578,-7.413927845666578,-7.413927845666578,0.0,0.0,0.0,19.44219449602378
2015-12-19,25.11036502322683,13.462004090418008,28.90747271161688,25.11036502322683,25.11036502322683,-3.960816114100569,-3.960816114100569,-3.960816114100569,3.4283246998771397,3.4283246998771397,3.4283246998771397,-7.389140813977709,-7.389140813977709,-7.389140813977709,0.0,0.0,0.0,21.14954890912626
2015-12-20,25.114939016776997,14.350434430660188,29.71610404154666,25.114939016776997,25.114939016776997,-2.8444577192960896,-2.8444577192960896,-2.8444577192960896,4.506004019555573,4.506004019555573,4.506004019555573,-7.350461738851663,-7.350461738851663,-7.350461738851663,0.0,0.0,0.0,22.270481297480906
2015-12-21,25.11951301032716,4.77279636625733,20.648457280202965,25.11951301032716,25.11951301032716,-12.556943750713222,-12.556943750713222,-12.556943750713222,-5.255168164752709,-5.255168164752709,-5.255168164752709,-7.301775585960515,-7.301775585960515,-7.301775585960515,0.0,0.0,0.0,12.562569259613939
2015-12-22,25.124087003877328,7.98457353627399,23.53854733583158,25.124087003877328,25.124087003877328,-9.259186030287422,-9.259186030287422,-9.259186030287422,-2.012253727360843,-2.012253727360843,-2.012253727360843,-7.24693230292658,-7.24693230292658,-7.24693230292658,0.0,0.0,0.0,15.864900973589906
2015-12-23,25.12866099742749,8.192550826329644,23.14274134739969,25.12866099742749,25.12866099742749,-9.30360670207305,-9.30360670207305,-9.30360670207305,-2.1139528913154897,-2.1139528913154897,-2.1139528913154897,-7.189653810757561,-7.189653810757561,-7.189653810757561,0.0,0.0,0.0,15.825054295354441
2015-12-24,25.133234990977655,10.62389223338209,25.719234697830778,25.133234990977655,25.133234990977655,-7.436731802910701,-7.436731802910701,-7.436731802910701,-0.3032852480016118,-0.3032852480016118,-0.3032852480016118,-7.13344655490909,-7.13344655490909,-7.13344655490909,0.0,0.0,0.0,17.696503188066956
2015-12-25,25.13780898452782,12.086020577886169,27.329910370345424,25.13780898452782,25.13780898452782,-5.3311903906733775,-5.3311903906733775,-5.3311903906733775,1.7503313120196207,1.7503313120196207,1.7503313120196207,-7.0815217026929975,-7.0815217026929975,-7.0815217026929975,0.0,0.0,0.0,19.80661859385444
2015-12-26,25.142382978077983,13.445065430294502,29.240787424337388,25.142382978077983,25.142382978077983,-3.6084001487523487,-3.6084001487523487,-3.6084001487523487,3.4283246998867334,3.4283246998867334,3.4283246998867334,-7.036724848639082,-7.036724848639082,-7.036724848639082,0.0,0.0,0.0,21.533982829325634
2015-12-27,25.14695697162815,15.009804162978602,31.045283623126355,25.14695697162815,25.14695697162815,-2.495472799099479,-2.495472799099479,-2.495472799099479,4.5060040195472455,4.5060040195472455,4.5060040195472455,-7.001476818646725,-7.001476818646725,-7.001476818646725,0.0,0.0,0.0,22.651484172528672
2015-12-28,25.151530965178313,5.06247406457738,20.83089798141114,25.151530965178313,25.151530965178313,-12.23289501960255,-12.23289501960255,-12.23289501960255,-5.255168164755508,-5.255168164755508,-5.255168164755508,-6.977726854847042,-6.977726854847042,-6.977726854847042,0.0,0.0,0.0,12.918635945575764
2015-12-29,25.15610495872848,8.825014239386725,24.230264896142923,25.15610495872848,25.15610495872848,-8.979172851893887,-8.979172851893887,-8.979172851893887,-2.012253727358541,-2.012253727358541,-2.012253727358541,-6.966919124535346,-6.966919124535346,-6.966919124535346,0.0,0.0,0.0,16.17693210683459
2015-12-30,25.160678952278644,8.372738797496767,23.876777796771265,25.160678952278644,25.160678952278644,-9.083926028869538,-9.083926028869538,-9.083926028869538,-2.1139528913235277,-2.1139528913235277,-2.1139528913235277,-6.9699731375460106,-6.9699731375460106,-6.9699731375460106,0.0,0.0,0.0,16.076752923409106
2015-12-31,25.165252945828808,10.27737238199209,25.670932901543992,25.165252945828808,25.165252945828808,-7.290563534715368,-7.290563534715368,-7.290563534715368,-0.30328524800487483,-0.30328524800487483,-0.30328524800487483,-6.9872782867104934,-6.9872782867104934,-6.9872782867104934,0.0,0.0,0.0,17.87468941111344
2016-01-01,25.169826939378975,12.07520741883638,27.90739868835377,25.169826939378975,25.169826939378975,-5.268371043425953,-5.268371043425953,-5.268371043425953,1.7503313120255493,1.7503313120255493,1.7503313120255493,-7.018702355451501,-7.018702355451501,-7.018702355451501,0.0,0.0,0.0,19.90145589595302
2016-01-02,25.174400932929135,13.839770584896787,29.150469655399892,25.174400932929135,25.174400932929135,-3.6352887750885463,-3.6352887750885463,-3.6352887750885463,3.428324699874849,3.428324699874849,3.428324699874849,-7.063613474963396,-7.063613474963396,-7.063613474963396,0.0,0.0,0.0,21.539112157840588
2016-01-03,25.178974926479302,15.126890318422635,30.235979771809788,25.178974926479302,25.178974926479302,-2.6149106507504842,-2.6149106507504842,-2.6149106507504842,4.506004019561166,4.506004019561166,4.506004019561166,-7.120914670311651,-7.120914670311651,-7.120914670311651,0.0,0.0,0.0,22.564064275728818
2016-01-04,25.183548920029466,4.44747903182346,20.313931090953464,25.183548920029466,25.183548920029466,-12.444257983819096,-12.444257983819096,-12.444257983819096,-5.255168164750985,-5.255168164750985,-5.255168164750985,-7.189089819068112,-7.189089819068112,-7.189089819068112,0.0,0.0,0.0,12.73929093621037
2016-01-05,25.18812291357963,7.834867686662257,24.202693394120413,25.18812291357963,25.18812291357963,-9.278513293259202,-9.278513293259202,-9.278513293259202,-2.0122537273583108,-2.0122537273583108,-2.0122537273583108,-7.266259565900892,-7.266259565900892,-7.266259565900892,0.0,0.0,0.0,15.909609620320428
2016-01-06,25.192696907129797,7.762573404882239,23.589936230263643,25.192696907129797,25.192696907129797,-9.464198390243576,-9.464198390243576,-9.464198390243576,-2.1139528913195367,-2.1139528913195367,-2.1139528913195367,-7.350245498924039,-7.350245498924039,-7.350245498924039,0.0,0.0,0.0,15.728498516886221
2016-01-07,25.19727090067996,9.356104629908854,25.458417417970068,25.19727090067996,25.19727090067996,-7.741925952441887,-7.741925952441887,-7.741925952441887,-0.30328524799371176,-0.30328524799371176,-0.30328524799371176,-7.438640704448176,-7.438640704448176,-7.438640704448176,0.0,0.0,0.0,17.45534494823807
2016-01-08,25.201844894230128,12.111698295054277,27.33883233567315,25.201844894230128,25.201844894230128,-5.778553368503057,-5.778553368503057,-5.778553368503057,1.7503313120314774,1.7503313120314774,1.7503313120314774,-7.528884680534535,-7.528884680534535,-7.528884680534535,0.0,0.0,0.0,19.42329152572707
2016-01-09,25.20641888778029,12.971401839248344,28.559712062708073,25.20641888778029,25.20641888778029,-4.190015809640579,-4.190015809640579,-4.190015809640579,3.4283246998558092,3.4283246998558092,3.4283246998558092,-7.618340509496388,-7.618340509496388,-7.618340509496388,0.0,0.0,0.0,21.01640307813971
